id,entity_type,external_id,name,address,latitude,longitude,category,has_image_candidate,duplicate_source_table,duplicate_source_id,duplicate_match_score,score,review_bucket,review_reasons,source_url
618,restaurant,osm-node-729406629,Ca Phe Quynh Huong,Da Nang,16.063238,108.1668484,ca-phe-tra-sua,False,,,,5,manual_review,weak_address;missing_image_candidate,https://www.openstreetmap.org/node/729406629
619,restaurant,osm-node-729406630,Cafe Golden Fish,Da Nang,16.0707745,108.218733,ca-phe-tra-sua,False,,,,5,manual_review,weak_address;missing_image_candidate,https://www.openstreetmap.org/node/729406630
620,restaurant,osm-node-729406632,Ca Phe Trau Cau,Da Nang,16.0711817,108.1550681,ca-phe-tra-sua,False,,,,5,manual_review,weak_address;missing_image_candidate,https://www.openstreetmap.org/node/729406632
621,restaurant,osm-node-729406633,157Coffee,Da Nang,16.0713724,108.2024467,ca-phe-tra-sua,False,,,,5,manual_review,weak_address;missing_image_candidate,https://www.openstreetmap.org/node/729406633
625,restaurant,osm-node-729406637,Cafe Anh,Da Nang,16.0178588,108.2068294,ca-phe-tra-sua,False,,,,5,manual_review,weak_address;missing_image_candidate,https://www.openstreetmap.org/node/729406637
631,restaurant,osm-node-729406643,Ca Phe Legend,Da Nang,16.0516239,108.1699937,ca-phe-tra-sua,False,,,,5,manual_review,weak_address;missing_image_candidate,https://www.openstreetmap.org/node/729406643
641,restaurant,osm-node-729406653,Cafe Den Bin,Da Nang,16.0733879,108.2200581,ca-phe-tra-sua,False,,,,5,manual_review,weak_address;missing_image_candidate,https://www.openstreetmap.org/node/729406653
645,hotel,osm-node-2986079833,Jimy,Da Nang,16.072038,108.2428221,khach-san-homestay,False,locations,49,90.00,0,duplicate_reject_or_link,weak_address;missing_image_candidate;duplicate_match;lodging_manual_review,https://www.openstreetmap.org/node/2986079833
646,hotel,osm-node-2987457465,Danang Riverside,Da Nang,16.0624934,108.2304346,khach-san-homestay,False,,,,5,manual_review,weak_address;missing_image_candidate;lodging_manual_review,https://www.openstreetmap.org/node/2987457465
649,hotel,osm-node-2987524737,Sun River,"132-134-136, Duong Bach Dang, Da Nang",16.067392,108.2248021,khach-san-homestay,False,locations,78,80.00,2,duplicate_reject_or_link,missing_image_candidate;duplicate_match;lodging_manual_review,https://www.openstreetmap.org/node/2987524737
650,hotel,osm-node-2987525036,Avora Hotel,"170, Bach Dang, Da Nang",16.0664261,108.2246379,khach-san-homestay,False,locations,75,90.00,2,duplicate_reject_or_link,missing_image_candidate;duplicate_match;lodging_manual_review,https://www.openstreetmap.org/node/2987525036
651,hotel,osm-node-2987527733,Happy Day,"160, Duong Bach Dang, Da Nang",16.0668209,108.2247629,khach-san-homestay,False,locations,75,80.00,2,duplicate_reject_or_link,missing_image_candidate;duplicate_match;lodging_manual_review,https://www.openstreetmap.org/node/2987527733
653,hotel,osm-node-2987527833,Brilliant Hotel,"162, Duong Bach Dang, Da Nang",16.0666727,108.2247119,khach-san-homestay,False,locations,75,100.00,2,duplicate_reject_or_link,missing_image_candidate;duplicate_match;lodging_manual_review,https://www.openstreetmap.org/node/2987527833
656,hotel,osm-node-2987533633,Hoang Linh,Da Nang,16.0672663,108.2241581,khach-san-homestay,False,locations,44,70.00,0,duplicate_reject_or_link,weak_address;missing_image_candidate;duplicate_match;lodging_manual_review,https://www.openstreetmap.org/node/2987533633
658,hotel,osm-node-3159486161,Funtastic Danang Hostel,Da Nang,16.071774,108.214645,khach-san-homestay,False,,,,5,manual_review,weak_address;missing_image_candidate;lodging_manual_review,https://www.openstreetmap.org/node/3159486161
689,hotel,osm-node-3628308493,Fulmar Hotel,"11, Yen Bai, Da Nang",16.0696685,108.2229641,khach-san-homestay,False,locations,97,70.00,2,duplicate_reject_or_link,missing_image_candidate;duplicate_match;lodging_manual_review,https://www.openstreetmap.org/node/3628308493
690,hotel,osm-node-3630417210,Hoa Viet Hotel,"8, Phan Dinh Phung, Da Nang",16.070395,108.223643,khach-san-homestay,False,locations,97,80.00,2,duplicate_reject_or_link,missing_image_candidate;duplicate_match;lodging_manual_review,https://www.openstreetmap.org/node/3630417210
691,hotel,osm-node-3673190359,Ha Bong Hotel,Da Nang,16.068082,108.2437616,khach-san-homestay,False,locations,51,90.00,0,duplicate_reject_or_link,weak_address;missing_image_candidate;duplicate_match;lodging_manual_review,https://www.openstreetmap.org/node/3673190359
693,hotel,osm-node-3893467765,Funtastic Beach Hostel,Da Nang,16.0683414,108.2438326,khach-san-homestay,False,locations,51,80.00,0,duplicate_reject_or_link,weak_address;missing_image_candidate;duplicate_match;lodging_manual_review,https://www.openstreetmap.org/node/3893467765
700,hotel,osm-node-4299663593,1812 Boutique hostel,Da Nang,16.0694815,108.2424446,khach-san-homestay,False,,,,5,manual_review,weak_address;missing_image_candidate;lodging_manual_review,https://www.openstreetmap.org/node/4299663593
702,hotel,osm-node-4347925793,Truong Son Tung 5,Da Nang,16.0586832,108.2460005,khach-san-homestay,False,locations,66,70.00,0,duplicate_reject_or_link,weak_address;missing_image_candidate;duplicate_match;lodging_manual_review,https://www.openstreetmap.org/node/4347925793
703,hotel,osm-node-4396866289,Da Nang Petro Hotel,Da Nang,16.0752564,108.2226322,khach-san-homestay,False,locations,25,80.00,0,duplicate_reject_or_link,weak_address;missing_image_candidate;duplicate_match;lodging_manual_review,https://www.openstreetmap.org/node/4396866289
709,hotel,osm-node-4580711594,Newsky Hotel,"207, Ho Nghinh, Da Nang",16.06739,108.2433859,khach-san-homestay,False,locations,51,70.00,2,duplicate_reject_or_link,missing_image_candidate;duplicate_match;lodging_manual_review,https://www.openstreetmap.org/node/4580711594
710,hotel,osm-node-4582707890,CaPhe Giai Khat 78,Da Nang,16.0593521,108.2084405,ca-phe-tra-sua,False,,,,5,manual_review,weak_address;missing_image_candidate;lodging_manual_review,https://www.openstreetmap.org/node/4582707890
715,hotel,osm-node-4659470491,Hung binh hotel,Da Nang,16.0824068,108.2204617,khach-san-homestay,False,,,,5,manual_review,weak_address;missing_image_candidate;lodging_manual_review,https://www.openstreetmap.org/node/4659470491
719,hotel,osm-node-4728565395,Gon Go,Da Nang,15.9747831,108.1380052,khach-san-homestay,False,,,,5,manual_review,weak_address;missing_image_candidate;lodging_manual_review,https://www.openstreetmap.org/node/4728565395
720,hotel,osm-node-4755840322,Bookaholic,Da Nang,16.0861573,108.2185184,khach-san-homestay,False,,,,5,manual_review,weak_address;missing_image_candidate;lodging_manual_review,https://www.openstreetmap.org/node/4755840322
723,hotel,osm-node-4862929421,Hachi Hostel,Da Nang,16.0720991,108.2184383,khach-san-homestay,False,,,,5,manual_review,weak_address;missing_image_candidate;lodging_manual_review,https://www.openstreetmap.org/node/4862929421
726,hotel,osm-node-4967908922,Home,Da Nang,15.9798181,108.249729,khach-san-homestay,False,,,,5,manual_review,weak_address;missing_image_candidate;lodging_manual_review,https://www.openstreetmap.org/node/4967908922
733,hotel,osm-node-5295016121,Dang Ha Hotel,Da Nang,16.0744739,108.2416778,khach-san-homestay,False,,,,5,manual_review,weak_address;missing_image_candidate;lodging_manual_review,https://www.openstreetmap.org/node/5295016121
734,hotel,osm-node-5311766223,City Hostel,"114, Yen Bai, Da Nang",16.0655088,108.2223258,khach-san-homestay,False,locations,38,80.00,2,duplicate_reject_or_link,missing_image_candidate;duplicate_match;lodging_manual_review,https://www.openstreetmap.org/node/5311766223
741,hotel,osm-node-5424056421,Kara Beachside hotel,Da Nang,16.0439303,108.2469894,khach-san-homestay,False,,,,5,manual_review,weak_address;missing_image_candidate;lodging_manual_review,https://www.openstreetmap.org/node/5424056421
745,hotel,osm-node-5436574423,HaLo Homestay,"k30/h1/08, Duong Ha Bong, Da Nang",16.0668988,108.2438296,khach-san-homestay,False,locations,51,70.00,2,duplicate_reject_or_link,missing_image_candidate;duplicate_match;lodging_manual_review,https://www.openstreetmap.org/node/5436574423
747,hotel,osm-node-5464674523,Otium hostel danang,"73, Duong Nguyen Chi Thanh, Da Nang",16.0762739,108.2205138,khach-san-homestay,False,locations,46,80.00,2,duplicate_reject_or_link,missing_image_candidate;duplicate_match;lodging_manual_review,https://www.openstreetmap.org/node/5464674523
756,hotel,osm-node-5729312621,hoang kim khach san,Da Nang,16.1308058,108.119611,khach-san-homestay,False,,,,5,manual_review,weak_address;missing_image_candidate;lodging_manual_review,https://www.openstreetmap.org/node/5729312621
757,hotel,osm-node-5762588562,Orchidees,"09, Duong Dinh Nghe, Da Nang",16.068851,108.2441758,khach-san-homestay,False,locations,51,70.00,2,duplicate_reject_or_link,missing_image_candidate;duplicate_match;lodging_manual_review,https://www.openstreetmap.org/node/5762588562
758,hotel,osm-node-5780635953,travidat,"20, Ha Bong, Da Nang",16.067533,108.2443277,khach-san-homestay,False,locations,51,80.00,2,duplicate_reject_or_link,missing_image_candidate;duplicate_match;lodging_manual_review,https://www.openstreetmap.org/node/5780635953
759,hotel,osm-node-5780795147,Dreamy House,"k30/3, Ha Bong, Son Tra, Da Nang",16.067078,108.2438459,khach-san-homestay,False,locations,51,70.00,2,duplicate_reject_or_link,missing_image_candidate;duplicate_match;lodging_manual_review,https://www.openstreetmap.org/node/5780795147
760,hotel,osm-node-5815719653,Stingray hostel,"15-17, Nguyen Van Linh, Da Nang",16.0608725,108.2216027,khach-san-homestay,False,locations,93,70.00,2,duplicate_reject_or_link,missing_image_candidate;duplicate_match;lodging_manual_review,https://www.openstreetmap.org/node/5815719653
762,hotel,osm-node-5818616054,City Hostel Danang,"114, Yen Bai, Da Nang",16.0653434,108.2223565,khach-san-homestay,False,locations,38,80.00,2,duplicate_reject_or_link,missing_image_candidate;duplicate_match;lodging_manual_review,https://www.openstreetmap.org/node/5818616054
770,hotel,osm-node-6332534540,Elena,Da Nang,16.0488744,108.2483821,khach-san-homestay,False,,,,5,manual_review,weak_address;missing_image_candidate;lodging_manual_review,https://www.openstreetmap.org/node/6332534540
773,hotel,osm-node-6332534548,Angel Hotels,Da Nang,16.0486026,108.2481857,khach-san-homestay,False,,,,5,manual_review,weak_address;missing_image_candidate;lodging_manual_review,https://www.openstreetmap.org/node/6332534548
778,hotel,osm-node-6518732280,New Orient Hotel,"20, Duong Dong Da, Da Nang",16.0825866,108.2214313,khach-san-homestay,False,locations,43,70.00,2,duplicate_reject_or_link,missing_image_candidate;duplicate_match;lodging_manual_review,https://www.openstreetmap.org/node/6518732280
788,hotel,osm-node-6643623494,D&C Hotel,Da Nang,16.0661345,108.2310854,khach-san-homestay,False,,,,5,manual_review,weak_address;missing_image_candidate;lodging_manual_review,https://www.openstreetmap.org/node/6643623494
793,hotel,osm-node-6976178456,Dreams Hotel,Da Nang,16.0420845,108.248275,khach-san-homestay,False,,,,5,manual_review,weak_address;missing_image_candidate;lodging_manual_review,https://www.openstreetmap.org/node/6976178456
796,hotel,osm-node-7079687848,FC Hotel & Coffee,Da Nang,16.0697171,108.2241967,khach-san-homestay,False,locations,97,80.00,0,duplicate_reject_or_link,weak_address;missing_image_candidate;duplicate_match;lodging_manual_review,https://www.openstreetmap.org/node/7079687848
799,hotel,osm-node-7095281754,Dai A,Da Nang,16.065957,108.2226034,khach-san-homestay,False,locations,52,70.00,0,duplicate_reject_or_link,weak_address;missing_image_candidate;duplicate_match;lodging_manual_review,https://www.openstreetmap.org/node/7095281754
801,hotel,osm-node-7103226711,Tulip Hotel,"58, Tran Phu, Da Nang",16.0706895,108.2238849,khach-san-homestay,False,locations,95,80.00,2,duplicate_reject_or_link,missing_image_candidate;duplicate_match;lodging_manual_review,https://www.openstreetmap.org/node/7103226711
802,hotel,osm-node-7105401510,Evelyn Hotel,Da Nang,16.0687296,108.2240722,khach-san-homestay,False,locations,84,80.00,0,duplicate_reject_or_link,weak_address;missing_image_candidate;duplicate_match;lodging_manual_review,https://www.openstreetmap.org/node/7105401510
803,hotel,osm-node-7116041302,Fivitel Boutique da nang,"202, Da Nang",16.0643682,108.2206297,khach-san-homestay,False,locations,34,70.00,2,duplicate_reject_or_link,missing_image_candidate;duplicate_match;lodging_manual_review,https://www.openstreetmap.org/node/7116041302
806,hotel,osm-node-7608069985,Gia Bao Homestay,Da Nang,16.0393074,108.2476055,khach-san-homestay,False,,,,5,manual_review,weak_address;missing_image_candidate;lodging_manual_review,https://www.openstreetmap.org/node/7608069985
810,hotel,osm-node-9921305987,Huy Hoang Hotel,Da Nang,16.0721459,108.1939154,khach-san-homestay,False,,,,5,manual_review,weak_address;missing_image_candidate;lodging_manual_review,https://www.openstreetmap.org/node/9921305987
818,hotel,osm-node-10600854557,The Memory - Danang,Da Nang,16.0669994,108.2430093,khach-san-homestay,False,,,,5,manual_review,weak_address;missing_image_candidate;lodging_manual_review,https://www.openstreetmap.org/node/10600854557
824,hotel,osm-node-11423755656,Hotel de Marseille,Da Nang,15.9969473,107.9880352,khach-san-homestay,False,,,,5,manual_review,weak_address;missing_image_candidate;lodging_manual_review,https://www.openstreetmap.org/node/11423755656
825,hotel,osm-node-11423815712,Hotel de Strasbourg,Da Nang,15.9972684,107.9867889,khach-san-homestay,False,,,,5,manual_review,weak_address;missing_image_candidate;lodging_manual_review,https://www.openstreetmap.org/node/11423815712
826,hotel,osm-node-11427607734,Hotel de Paris,Da Nang,15.9975206,107.987915,khach-san-homestay,False,,,,5,manual_review,weak_address;missing_image_candidate;lodging_manual_review,https://www.openstreetmap.org/node/11427607734
828,hotel,osm-node-11530773064,Khach San Sea Castle Hotel Sea Castle Hotel,"171, Ho Nghinh, Da Nang",16.0683117,108.243309,khach-san-homestay,False,locations,51,70.00,2,duplicate_reject_or_link,missing_image_candidate;duplicate_match;lodging_manual_review,https://www.openstreetmap.org/node/11530773064
831,hotel,osm-node-11684508969,Jolias House,"1, Kiet 498 Vo Nguyen Giap, Da Nang",16.0383857,108.2497851,khach-san-homestay,False,locations,7,80.00,2,duplicate_reject_or_link,missing_image_candidate;duplicate_match;lodging_manual_review,https://www.openstreetmap.org/node/11684508969
833,hotel,osm-node-11878409048,Haka Boutique Hotel,Da Nang,16.0789591,108.2446667,khach-san-homestay,False,,,,5,manual_review,weak_address;missing_image_candidate;lodging_manual_review,https://www.openstreetmap.org/node/11878409048
838,hotel,osm-node-11896424870,Da nang beach hotel,Da Nang,16.0529309,108.244791,khach-san-homestay,False,,,,5,manual_review,weak_address;missing_image_candidate;lodging_manual_review,https://www.openstreetmap.org/node/11896424870
839,hotel,osm-node-11896430969,Dream house homestay,Da Nang,16.0498482,108.2450698,khach-san-homestay,False,locations,37,90.00,0,duplicate_reject_or_link,weak_address;missing_image_candidate;duplicate_match;lodging_manual_review,https://www.openstreetmap.org/node/11896430969
842,hotel,osm-node-11934076219,Dr. Dan Hotel & Apartment,Da Nang,16.1055133,108.2594805,khach-san-homestay,False,,,,5,manual_review,weak_address;missing_image_candidate;lodging_manual_review,https://www.openstreetmap.org/node/11934076219
844,hotel,osm-node-11938896470,Fusion Resort & Villas,Da Nang,15.9724202,108.2822877,khach-san-homestay,False,,,,5,manual_review,weak_address;missing_image_candidate;lodging_manual_review,https://www.openstreetmap.org/node/11938896470
846,hotel,osm-node-12093910501,Bay Capital Da Nang Hotel,"17, Duong Quang Trung, Da Nang",16.0750141,108.221755,khach-san-homestay,False,locations,25,70.00,2,duplicate_reject_or_link,missing_image_candidate;duplicate_match;lodging_manual_review,https://www.openstreetmap.org/node/12093910501
852,hotel,osm-node-12114300901,Zuka Hotel & Apartments,"09, Kiet 35 Duong Dinh Nghe, Da Nang",16.0677368,108.2436651,khach-san-homestay,False,locations,51,80.00,2,duplicate_reject_or_link,missing_image_candidate;duplicate_match;lodging_manual_review,https://www.openstreetmap.org/node/12114300901
854,hotel,osm-node-12121684001,Alibaba,"168, Duong Ho Nghinh, Da Nang",16.0720626,108.2428897,khach-san-homestay,False,locations,49,90.00,2,duplicate_reject_or_link,missing_image_candidate;duplicate_match;lodging_manual_review,https://www.openstreetmap.org/node/12121684001
856,hotel,osm-node-12133395101,Grand Sea View Hotel,"121, Duong Hoang Ke Viem, Da Nang",16.0499198,108.2471017,khach-san-homestay,False,locations,48,70.00,2,duplicate_reject_or_link,missing_image_candidate;duplicate_match;lodging_manual_review,https://www.openstreetmap.org/node/12133395101
862,hotel,osm-node-12164803912,Baan Taley Da Nang,Da Nang,16.0509565,108.2466457,khach-san-homestay,False,locations,88,80.00,0,duplicate_reject_or_link,weak_address;missing_image_candidate;duplicate_match;lodging_manual_review,https://www.openstreetmap.org/node/12164803912
866,hotel,osm-node-12167609734,Do Hai,Da Nang,16.0601454,108.2139664,khach-san-homestay,False,,,,5,manual_review,weak_address;missing_image_candidate;lodging_manual_review,https://www.openstreetmap.org/node/12167609734
868,hotel,osm-node-12167716639,Hiyori Garden Tower,Da Nang,16.0613917,108.2353554,khach-san-homestay,False,,,,5,manual_review,weak_address;missing_image_candidate;lodging_manual_review,https://www.openstreetmap.org/node/12167716639
869,hotel,osm-node-12167716640,Gemma,Da Nang,16.0615288,108.2364112,khach-san-homestay,False,,,,5,manual_review,weak_address;missing_image_candidate;lodging_manual_review,https://www.openstreetmap.org/node/12167716640
870,hotel,osm-node-12167716642,Khanh Vinh,Da Nang,16.0621372,108.2373514,khach-san-homestay,False,,,,5,manual_review,weak_address;missing_image_candidate;lodging_manual_review,https://www.openstreetmap.org/node/12167716642
871,hotel,osm-node-12167716643,Calix,Da Nang,16.0617296,108.2373536,khach-san-homestay,False,,,,5,manual_review,weak_address;missing_image_candidate;lodging_manual_review,https://www.openstreetmap.org/node/12167716643
875,hotel,osm-node-12167891403,Golden Sun,Da Nang,16.0627565,108.242083,khach-san-homestay,False,,,,5,manual_review,weak_address;missing_image_candidate;lodging_manual_review,https://www.openstreetmap.org/node/12167891403
876,hotel,osm-node-12167891417,Arrive Apartment,Da Nang,16.0621868,108.2454565,khach-san-homestay,False,,,,5,manual_review,weak_address;missing_image_candidate;lodging_manual_review,https://www.openstreetmap.org/node/12167891417
877,hotel,osm-node-12167891418,An House,Da Nang,16.0619012,108.2452014,khach-san-homestay,False,,,,5,manual_review,weak_address;missing_image_candidate;lodging_manual_review,https://www.openstreetmap.org/node/12167891418
878,hotel,osm-node-12167891419,K House,Da Nang,16.0615602,108.2452591,khach-san-homestay,False,,,,5,manual_review,weak_address;missing_image_candidate;lodging_manual_review,https://www.openstreetmap.org/node/12167891419
879,hotel,osm-node-12168408886,Ecogreen Boutique,Da Nang,16.0495831,108.2467755,khach-san-homestay,False,locations,48,70.00,0,duplicate_reject_or_link,weak_address;missing_image_candidate;duplicate_match;lodging_manual_review,https://www.openstreetmap.org/node/12168408886
882,hotel,osm-node-12168408897,Calla Lily,Da Nang,16.0490512,108.2467206,khach-san-homestay,False,locations,48,70.00,0,duplicate_reject_or_link,weak_address;missing_image_candidate;duplicate_match;lodging_manual_review,https://www.openstreetmap.org/node/12168408897
884,location,osm-node-2093848427,Hoa Son,Da Nang,15.9984266,108.2560076,hang-dong-nui-non,False,,,,5,manual_review,weak_address;missing_image_candidate,https://www.openstreetmap.org/node/2093848427
885,location,osm-node-2093848429,Kim Son,Da Nang,15.9997446,108.2562213,hang-dong-nui-non,False,,,,5,manual_review,weak_address;missing_image_candidate,https://www.openstreetmap.org/node/2093848429
886,location,osm-node-2093848431,Moc Son,Da Nang,16.0000029,108.2621751,hang-dong-nui-non,False,,,,5,manual_review,weak_address;missing_image_candidate,https://www.openstreetmap.org/node/2093848431
888,location,osm-node-4122433690,Nui Ba Na,Da Nang,15.9982174,107.9856335,hang-dong-nui-non,False,,,,5,manual_review,weak_address;missing_image_candidate,https://www.openstreetmap.org/node/4122433690
889,location,osm-node-4347089780,My An Beach,Da Nang,16.025095,108.2595335,check-in-noi-tieng,False,,,,5,manual_review,weak_address;missing_image_candidate,https://www.openstreetmap.org/node/4347089780
890,location,osm-node-10303626687,Nui Phuoc Tuong,Da Nang,16.0277351,108.1647027,hang-dong-nui-non,False,,,,5,manual_review,weak_address;missing_image_candidate,https://www.openstreetmap.org/node/10303626687
891,location,osm-node-10303626688,Nui Cam Khe,Da Nang,16.0349223,108.1622001,hang-dong-nui-non,False,,,,5,manual_review,weak_address;missing_image_candidate,https://www.openstreetmap.org/node/10303626688
892,location,osm-node-10892129283,Nui Dong Den,Da Nang,16.1073907,108.0386388,hang-dong-nui-non,False,,,,5,manual_review,weak_address;missing_image_candidate,https://www.openstreetmap.org/node/10892129283
893,location,osm-node-11629841009,Nui Khe Xuong,Da Nang,16.0647808,107.9641938,hang-dong-nui-non,False,,,,5,manual_review,weak_address;missing_image_candidate,https://www.openstreetmap.org/node/11629841009
894,location,osm-node-11629996926,Nui Hai Van,Da Nang,16.1922104,108.136611,hang-dong-nui-non,False,,,,5,manual_review,weak_address;missing_image_candidate,https://www.openstreetmap.org/node/11629996926
895,location,osm-node-11630013743,Nui Hoi,Da Nang,16.1836944,108.1097027,hang-dong-nui-non,False,,,,5,manual_review,weak_address;missing_image_candidate,https://www.openstreetmap.org/node/11630013743
896,location,osm-node-11762365155,Nui Hong Chan,Da Nang,16.1936801,107.9687946,hang-dong-nui-non,False,,,,5,manual_review,weak_address;missing_image_candidate,https://www.openstreetmap.org/node/11762365155
898,location,osm-node-13040467529,Bai Da,Da Nang,16.0988527,108.3012745,check-in-noi-tieng,False,,,,5,manual_review,weak_address;missing_image_candidate,https://www.openstreetmap.org/node/13040467529
900,location,osm-way-508243736,Bai Ham,Da Nang,16.1505237,108.1373248,check-in-noi-tieng,False,,,,5,manual_review,weak_address;missing_image_candidate,https://www.openstreetmap.org/way/508243736
901,location,osm-way-508244759,Bai Xoan,Da Nang,16.1665742,108.1509793,check-in-noi-tieng,False,,,,5,manual_review,weak_address;missing_image_candidate,https://www.openstreetmap.org/way/508244759
906,location,osm-way-834419904,Khu giai tri truoc Uy ban Quan,Da Nang,16.072269,108.1590818,cong-vien-vuon-hoa,False,,,,5,manual_review,weak_address;missing_image_candidate,https://www.openstreetmap.org/way/834419904
907,location,osm-way-834422404,EKOCENTER playground,Da Nang,16.0741088,108.1700083,cong-vien-vuon-hoa,False,,,,5,manual_review,weak_address;missing_image_candidate,https://www.openstreetmap.org/way/834422404
909,location,osm-way-961973763,Cong vien Dam Rong,Da Nang,16.0835868,108.2178648,cong-vien-vuon-hoa,False,,,,5,manual_review,weak_address;missing_image_candidate,https://www.openstreetmap.org/way/961973763
910,location,osm-way-961973996,Cong vien Thanh Binh,Da Nang,16.0794713,108.2118706,cong-vien-vuon-hoa,False,,,,5,manual_review,weak_address;missing_image_candidate,https://www.openstreetmap.org/way/961973996
911,location,osm-way-962129075,Cong vien Ha Than,Da Nang,16.0649082,108.2318255,cong-vien-vuon-hoa,False,,,,5,manual_review,weak_address;missing_image_candidate,https://www.openstreetmap.org/way/962129075
912,location,osm-way-962129076,Cong vien An Hai,Da Nang,16.0815021,108.2303846,cong-vien-vuon-hoa,False,,,,5,manual_review,weak_address;missing_image_candidate,https://www.openstreetmap.org/way/962129076
913,location,osm-way-962129077,Cong vien An Nhon,Da Nang,16.0688547,108.2330704,cong-vien-vuon-hoa,False,,,,5,manual_review,weak_address;missing_image_candidate,https://www.openstreetmap.org/way/962129077
914,location,osm-way-962129078,Cong vien An Nhon,Da Nang,16.0680608,108.2342877,cong-vien-vuon-hoa,False,,,,5,manual_review,weak_address;missing_image_candidate,https://www.openstreetmap.org/way/962129078
915,location,osm-way-962129079,Cong vien K20,Da Nang,16.0225341,108.2430172,cong-vien-vuon-hoa,False,,,,5,manual_review,weak_address;missing_image_candidate,https://www.openstreetmap.org/way/962129079
916,location,osm-way-962130353,Cong vien Ho Nghinh,Da Nang,16.0762001,108.2424022,cong-vien-vuon-hoa,False,,,,5,manual_review,weak_address;missing_image_candidate,https://www.openstreetmap.org/way/962130353
917,location,osm-way-962134784,Cong vien Le Co,Da Nang,16.043477,108.2195746,cong-vien-vuon-hoa,False,,,,5,manual_review,weak_address;missing_image_candidate,https://www.openstreetmap.org/way/962134784
918,location,osm-way-962134785,Quang truong Tuong Dai,Da Nang,16.0654551,108.1536394,cong-vien-vuon-hoa,False,,,,5,manual_review,weak_address;missing_image_candidate,https://www.openstreetmap.org/way/962134785
919,location,osm-way-966750005,Cong vien Thanh Nien,Da Nang,16.0271335,108.2165342,cong-vien-vuon-hoa,False,,,,5,manual_review,weak_address;missing_image_candidate,https://www.openstreetmap.org/way/966750005
921,location,osm-way-1115788711,Cong vien Ngu Hanh,Da Nang,15.9973138,108.251079,cong-vien-vuon-hoa,False,,,,5,manual_review,weak_address;missing_image_candidate,https://www.openstreetmap.org/way/1115788711
922,location,osm-way-1115791518,Cong vien Co Co,Da Nang,16.002063,108.2500102,cong-vien-vuon-hoa,False,,,,5,manual_review,weak_address;missing_image_candidate,https://www.openstreetmap.org/way/1115791518
923,location,osm-way-1115795402,Cong vien Dam Sen,Da Nang,15.9997561,108.2516007,cong-vien-vuon-hoa,False,,,,5,manual_review,weak_address;missing_image_candidate,https://www.openstreetmap.org/way/1115795402
924,location,osm-way-1169531150,Cong vien Hoi Kieng,Da Nang,16.0053772,108.244771,cong-vien-vuon-hoa,False,,,,5,manual_review,weak_address;missing_image_candidate,https://www.openstreetmap.org/way/1169531150
926,location,osm-way-1205391949,Bai bien Tan Tra,Da Nang,15.9840305,108.2799055,check-in-noi-tieng,False,,,,5,manual_review,weak_address;missing_image_candidate,https://www.openstreetmap.org/way/1205391949
928,location,osm-way-1252368755,Cong vien cau Bo Quan,Da Nang,16.0117056,108.2463408,cong-vien-vuon-hoa,False,,,,5,manual_review,weak_address;missing_image_candidate,https://www.openstreetmap.org/way/1252368755
929,location,osm-way-1252486503,Cong vien Bo Quan,Da Nang,16.0146753,108.2386636,cong-vien-vuon-hoa,False,,,,5,manual_review,weak_address;missing_image_candidate,https://www.openstreetmap.org/way/1252486503
931,location,osm-way-1265740821,Cat Vang Beach,Da Nang,16.1426647,108.2315842,check-in-noi-tieng,False,,,,5,manual_review,weak_address;missing_image_candidate,https://www.openstreetmap.org/way/1265740821
932,location,osm-way-1265740825,Small Secluded Beach,Da Nang,16.1473544,108.2310868,check-in-noi-tieng,False,,,,5,manual_review,weak_address;missing_image_candidate,https://www.openstreetmap.org/way/1265740825
933,location,osm-way-1330726238,Bai bien Bac,Da Nang,16.123965,108.3079479,check-in-noi-tieng,False,,,,5,manual_review,weak_address;missing_image_candidate,https://www.openstreetmap.org/way/1330726238
935,location,osm-way-1384907056,Cong vien Nam Duong,Da Nang,16.0604251,108.2174928,cong-vien-vuon-hoa,False,,,,5,manual_review,weak_address;missing_image_candidate,https://www.openstreetmap.org/way/1384907056
936,location,osm-way-1384911812,Cong vien Nhu Nguyet,Da Nang,16.0906977,108.219673,cong-vien-vuon-hoa,False,locations,81,70.00,0,duplicate_reject_or_link,weak_address;missing_image_candidate;duplicate_match,https://www.openstreetmap.org/way/1384911812
937,location,osm-way-1415072215,Bai Sung Co,Da Nang,16.1903109,108.1559182,check-in-noi-tieng,False,,,,5,manual_review,weak_address;missing_image_candidate,https://www.openstreetmap.org/way/1415072215
938,location,osm-way-1415072216,Bai Ba Da,Da Nang,16.1939524,108.16435,check-in-noi-tieng,False,,,,5,manual_review,weak_address;missing_image_candidate,https://www.openstreetmap.org/way/1415072216
939,location,osm-relation-7055216,Rung dac dung Son Tra,Da Nang,16.1257063,108.279626,cong-vien-vuon-hoa,False,,,,5,manual_review,weak_address;missing_image_candidate,https://www.openstreetmap.org/relation/7055216
940,location,osm-relation-13129586,Rung dac dung Ba Na - Nui Chua,Da Nang,16.0868357,107.9285462,cong-vien-vuon-hoa,False,,,,5,manual_review,weak_address;missing_image_candidate,https://www.openstreetmap.org/relation/13129586
